,Torneo,Jornada,Fecha,Dia,Hora,Equipo1,Goles_Eq1,Goles_Eq2,Equipo2
387,2023_2024 Ap,9,2023-09-24,Domingo,20:05,Santos,2,5,Necaxa
388,2023_2024 Ap,10,2023-09-28,Jueves,20:00,Atlas,2,3,Puebla
389,2023_2024 Ap,10,2023-09-29,Viernes,19:00,Queretaro,1,1,Leon
390,2023_2024 Ap,10,2023-09-29,Viernes,21:00,San Luis,1,2,Cruz Azul
391,2023_2024 Ap,10,2023-09-29,Viernes,20:10,Xolos,5,1,Juarez
392,2023_2024 Ap,10,2023-09-30,Sabado,17:00,Pachuca,1,1,Necaxa
393,2023_2024 Ap,10,2023-09-30,Sabado,18:40,America,1,0,Pumas
394,2023_2024 Ap,10,2023-09-30,Sabado,18:00,Mazatlan,2,3,Tigres
395,2023_2024 Ap,10,2023-10-01,Domingo,17:20,Toluca,1,1,Chivas
396,2023_2024 Ap,10,2023-11-08,Miercoles,19:00,Monterrey,3,0,Santos
397,2023_2024 Ap,11,2023-09-26,Martes,19:05,Chivas,1,3,Mazatlan
398,2023_2024 Ap,11,2023-10-03,Martes,19:00,Puebla,1,1,Monterrey
399,2023_2024 Ap,11,2023-10-03,Martes,21:00,America,4,0,Pachuca
400,2023_2024 Ap,11,2023-10-04,Miercoles,19:00,Necaxa,1,3,Cruz Azul
401,2023_2024 Ap,11,2023-10-04,Miercoles,19:00,Pumas,4,0,Queretaro
402,2023_2024 Ap,11,2023-10-04,Miercoles,21:00,Tigres,2,2,Toluca
403,2023_2024 Ap,11,2023-10-04,Miercoles,21:10,Santos,2,1,Xolos
404,2023_2024 Ap,11,2023-10-24,Martes,19:00,Leon,1,1,Atlas
405,2023_2024 Ap,11,2023-10-25,Miercoles,21:06,Juarez,3,2,San Luis
406,2023_2024 Ap,12,2023-10-06,Viernes,20:00,Mazatlan,1,2,America
407,2023_2024 Ap,12,2023-10-07,Sabado,17:00,Monterrey,3,1,Juarez
408,2023_2024 Ap,12,2023-10-07,Sabado,19:00,Chivas,4,1,Atlas
409,2023_2024 Ap,12,2023-10-07,Sabado,19:05,Pachuca,1,1,Tigres
410,2023_2024 Ap,12,2023-10-07,Sabado,21:10,Cruz Azul,1,4,Pumas
411,2023_2024 Ap,12,2023-10-08,Domingo,12:00,Toluca,3,1,Queretaro
412,2023_2024 Ap,12,2023-10-08,Domingo,17:00,Necaxa,1,2,Puebla
413,2023_2024 Ap,12,2023-10-08,Domingo,19:05,Santos,0,2,Leon
414,2023_2024 Ap,12,2023-10-08,Domingo,20:00,Xolos,2,1,San Luis
415,2023_2024 Ap,13,2023-10-20,Viernes,19:00,Atlas,1,3,Mazatlan
416,2023_2024 Ap,13,2023-10-20,Viernes,19:06,Juarez,0,1,Pachuca
417,2023_2024 Ap,13,2023-10-20,Viernes,21:10,Puebla,0,2,Chivas
418,2023_2024 Ap,13,2023-10-21,Sabado,17:00,Leon,1,0,Toluca
419,2023_2024 Ap,13,2023-10-21,Sabado,19:00,America,4,3,Santos
420,2023_2024 Ap,13,2023-10-21,Sabado,19:06,Queretaro,1,0,Xolos
421,2023_2024 Ap,13,2023-10-21,Sabado,21:10,Tigres,2,1,Cruz Azul
422,2023_2024 Ap,13,2023-10-22,Domingo,12:00,Pumas,0,1,Monterrey
423,2023_2024 Ap,13,2023-10-22,Domingo,18:00,San Luis,4,0,Necaxa
424,2023_2024 Ap,14,2023-10-27,Viernes,19:00,Necaxa,1,0,Pumas
425,2023_2024 Ap,14,2023-10-27,Viernes,20:00,Mazatlan,3,0,Queretaro
426,2023_2024 Ap,14,2023-10-28,Sabado,17:00,Cruz Azul,1,0,Leon
427,2023_2024 Ap,14,2023-10-28,Sabado,19:05,Pachuca,1,1,Puebla
428,2023_2024 Ap,14,2023-10-28,Sabado,19:05,Chivas,0,4,Tigres
429,2023_2024 Ap,14,2023-10-28,Sabado,21:10,Monterrey,0,3,America
430,2023_2024 Ap,14,2023-10-29,Domingo,12:00,Toluca,3,1,San Luis
431,2023_2024 Ap,14,2023-10-29,Domingo,19:05,Santos,5,1,Juarez
432,2023_2024 Ap,14,2023-10-29,Domingo,20:00,Xolos,2,0,Atlas
433,2023_2024 Ap,15,2023-10-31,Martes,19:00,Toluca,0,1,Puebla
434,2023_2024 Ap,15,2023-10-31,Martes,19:00,Queretaro,1,2,Chivas
435,2023_2024 Ap,15,2023-10-31,Martes,21:10,Leon,1,1,Pumas
436,2023_2024 Ap,15,2023-10-31,Martes,21:10,Monterrey,3,0,Necaxa
437,2023_2024 Ap,15,2023-11-01,Miercoles,19:00,Atlas,0,2,Pachuca
438,2023_2024 Ap,15,2023-11-01,Miercoles,19:00,Cruz Azul,2,0,Juarez
439,2023_2024 Ap,15,2023-11-01,Miercoles,20:00,Mazatlan,3,1,Santos
440,2023_2024 Ap,15,2023-11-01,Miercoles,21:00,San Luis,0,1,America
441,2023_2024 Ap,15,2023-11-01,Miercoles,20:06,Xolos,2,0,Tigres
442,2023_2024 Ap,16,2023-11-03,Viernes,21:00,Puebla,5,4,Leon
443,2023_2024 Ap,16,2023-11-04,Sabado,16:55,Tigres,2,2,San Luis
444,2023_2024 Ap,16,2023-11-04,Sabado,19:00,America,3,0,Xolos
445,2023_2024 Ap,16,2023-11-04,Sabado,21:05,Chivas,1,0,Cruz Azul
446,2023_2024 Ap,16,2023-11-04,Sabado,21:05,Pachuca,0,2,Monterrey
447,2023_2024 Ap,16,2023-11-05,Domingo,12:00,Pumas,3,0,Atlas
448,2023_2024 Ap,16,2023-11-05,Domingo,16:00,Necaxa,4,0,Mazatlan
449,2023_2024 Ap,16,2023-11-05,Domingo,18:05,Santos,3,1,Toluca
450,2023_2024 Ap,16,2023-11-05,Domingo,19:06,Juarez,0,3,Queretaro
451,2023_2024 Ap,17,2023-11-10,Viernes,19:00,Atlas,1,0,Necaxa
452,2023_2024 Ap,17,2023-11-10,Viernes,18:06,Mazatlan,0,1,Toluca
453,2023_2024 Ap,17,2023-11-10,Viernes,19:10,Xolos,1,0,Pachuca
454,2023_2024 Ap,17,2023-11-11,Sabado,17:00,San Luis,0,1,Santos
455,2023_2024 Ap,17,2023-11-11,Sabado,17:00,Queretaro,1,0,Monterrey
456,2023_2024 Ap,17,2023-11-11,Sabado,19:00,Pumas,0,1,Chivas
457,2023_2024 Ap,17,2023-11-11,Sabado,21:10,Tigres,1,0,America
458,2023_2024 Ap,17,2023-11-12,Domingo,18:00,Cruz Azul,0,1,Puebla
459,2023_2024 Ap,17,2023-11-12,Domingo,20:05,Leon,1,0,Juarez
